Customer,SSN,Birthdate,Age,Region,CredCardUser,Income,Purchases,AmountSpent
972,206-06-7535,11.11.70,28,South,0,52100,4,2040
973,534-41-0891,12.06.72,26,West,1,76700,3,1460
974,194-22-7493,03.18.30,69,West,0,157500,5,2580
975,672-69-5924,11.17.69,29,East,0,106600,2,1050
976,875-28-8755,12.15.41,57,East,0,82800,4,480
977,125-45-8674,08.08.34,64,East,0,69100,0,0
978,162-45-8307,02.27.63,36,East,1,74900,2,1000
979,564-84-1811,04.26.60,38,West,1,54500,2,960
980,915-34-7935,11.04.69,29,South,1,89700,5,2550
981,784-76-5592,09.20.47,51,South,0,153400,1,570
982,770-69-3679,06.11.71,27, East,0,85200,5,2340
983,967-97-4228,07.04.63,35,South,1,76800,9999,9999
984,454-43-8780,04.01.31,68,South,1,60400,0,0
985,468-87-3003,08.17.52,46,West,1,138500,1,460
986,334-68-8772,10.16.70,28,East,0,118600,4,2050
987,775-12-0976,06.09.39,59,North,0,114000,5,2560
988,768-37-0100,06.05.42,56,West,1,108400,4,1810
989,953-23-4733,04.03.49,50,South,0,124500,0,0
990,647-44-5302,12.02.30,68,North,0,32900,3,1570
991,181-76-4160,06.13.75,23,North,0,96500,4,1970
992,788-44-0652,01.26.34,65,East,0,42300,6,3150
993,063-28-6152,07.01.74,24,East,0,135800,6,2980
994,255-28-7936,03.25.33,66, East,1,126800,5,2430
995,222-51-7185,09.12.37,61, South,0,109200,4,1730
996,066-43-9484,08.21.66,32,South,0,44500,2,920
997,641-82-7061,09.06.41,57,East,1,66000,2,1000
998,671-99-1436,03.31.39,60,East,1,139300,4,1920
999,680-48-7491,01.19.65,34,North,1,109600,6,2800
1000,871-67-5568,12.27.61,37, East,0,47000,3,1510
1001,837-30-4860,09.07.68,30,North,0,114000,6,3010
1002,888-80-7230,08.02.31,67,East,0,139500,3,1440
1003,952-37-0747,12.20.53,45,South,1,80000,2,1040
1004,342-90-9558,03.21.49,50,West,1,134600,2,1060
1005,215-85-7882,08.29.69,29,West,0,58300,2,1120
1006,348-23-6500,09.26.52,46,South,0,124200,2,1010
1007,835-52-7079,02.03.51,48,East,1,35900,4,2160
1008,282-29-3449,04.25.36,62,West,0,65400,1,490
1009,547-25-5491,01.27.74,25,East,1,70400,2,990
1010,607-31-2701,09.23.65,33,South,0,48100,4,2070
1011,020-54-3715,04.09.76,23,North,1,117700,3,1670
1012,249-22-7600,05.01.73,25,North,1,44800,1,470
1013,681-99-3381,06.30.72,26,West,0,141600,4,2140
1014,638-10-5414,07.04.68,30,West,0,158600,2,1010
1015,924-03-2874,08.11.44,54,East,0,117300,3,1610
1016,347-89-9576,12.22.44,54,North,0,108900,6,3110
1017,614-57-0660,09.16.61,37,East,0,47100,1,500
1018,598-74-8558,09.24.65,33,North,0,61600,4,1860
1019,013-61-7460,06.10.38,60,West,0,60700,1,480
1020,393-62-5010,06.02.67,31,West,0,77800,3,1600
1021,598-60-5201,06.15.50,48,South,1,156800,0,0
1022,032-41-3842,02.18.42,57, West,1,94500,2,1030
1023,830-84-9777,09.18.50,48,South,1,39700,5,2520
1024,185-00-4920,02.07.53,46,South,1,108000,1,520
1025,173-17-8746,05.11.39,59,West,0,44800,2,920
1026,037-94-9582,08.02.43,55,West,1,134600,3,1400
1027,911-88-9367,10.14.43,55,North,0,20100,2,890
1028,992-10-9786,08.12.65,33,West,1,110700,3,1450
1029,352-12-0304,03.15.41,58,West,0,71600,5,2370
1030,292-57-7864,05.03.69,29,North,1,85300,4,1910
1031,183-61-6428,09.16.41,57,West,0,157700,3,1520
1032,058-22-1361,10.20.36,62,South,0,128500,6,2940
1033,559-02-5124,12.29.38,60,West,1,109100,2,1040
1034,126-17-0344,05.15.34,64,West,0,22500,2,970
1035,968-45-9871,11.01.64,34,West,0,114700,1,490
1036,803-48-4970,11.24.64,34,North,0,135100,1,510
1037,669-45-9201,04.02.51,48,South,1,149700,0,0
1038,357-07-8475,05.26.55,43,South,0,109400,2,990
1039,299-47-7549,03.20.71,28,South,1,68800,4,1900
1040,594-47-1955,08.10.25,-27,East,1,128300,3,1510
1041,141-86-8350,03.25.51,48,North,1,95400,3,1450
1042,435-22-3146,02.08.35,64,North,1,124700,2,930
1043,503-35-4452,02.15.43,56, North,0,117600,3,1450
1044,595-92-4667,04.03.40,59,South,0,152400,2,930
1045,047-05-3738,12.20.73,25,West,0,121900,4,2110
1046,740-36-1669,04.24.40,58,West,1,123300,4,2100
1047,154-71-5592,07.02.50,48,North,1,34000,1,480
1048,715-28-2884,05.17.27,71,South,0,82400,4,1850
1049,375-09-2982,11.05.33,65,West,0,133900,3,1540
1050,183-36-7319,08.01.64,34,West,1,24900,3,1470
1051,266-75-6082,11.22.65,33,West,0,128600,4,2020
1052,320-80-1325,11.11.76,22,East,0,72000,4,2000
1053,916-51-9676,03.09.63,36,South,0,40100,2,1000
1054,108-70-8198,09.15.34,64,East,0,66700,4,2090
1055,554-57-7632,03.12.59,40,North,0,153500,3,1630
1056,007-45-8600,04.21.39,59, West,1,135600,4,2040
1057,993-07-5462,06.24.66,32,East,0,67500,7,3490
1058,275-51-9307,06.19.38,60,West,1,36400,4,2100
1059,323-27-7840,02.02.59,40,North,0,129700,5,2490
1060,821-62-2400,10.17.76,22,West,0,156200,3,1560
1061,689-57-0158,07.07.30,68,East,1,99700,2,1030
1062,655-94-1867,10.31.57,41,West,1,91300,2,980
1063,921-51-2328,06.18.31,67,West,1,137400,6,2870
1064,377-29-0406,10.08.51,47,West,1,93000,9999,9999
1065,964-54-6931,01.24.53,46,North,0,82600,1,480
1066,977-57-9245,06.21.65,33,West,1,47500,3,1490
1067,025-86-3099,11.17.32,66,West,1,29500,3,1610
1068,472-96-6824,12.14.41,57,North,1,33100,1,490
1069,909-82-0599,03.08.42,57, East,0,107200,5,2370
1070,172-84-1930,01.06.41,58,South,0,138200,3,1500
1071,110-67-7322,05.17.27,71,North,0,138500,3,1400
1072,284-48-2713,07.22.76,22,North,0,118900,4,2050
1073,484-59-5887,06.29.33,65,East,1,118100,6,3120
1074,178-19-1261,09.27.66,32,South,1,71500,1,500
1075,891-89-7319,07.14.39,59,West,1,68000,8,4200
1076,772-89-4324,06.07.59,39,West,0,76600,3,1620
1077,251-44-1713,03.09.58,41,West,1,55700,3,1530
1078,233-70-7548,06.11.38,60,West,0,43500,4,1860
1079,831-67-7693,03.30.41,58,South,0,98100,3,1470
1080,716-82-5059,01.29.49,50,North,1,27100,2,1050
1081,069-26-0938,06.22.76,22,North,0,109200,3,1430
1082,135-23-3295,07.09.48,50,North,0,51500,3,1550
1083,150-73-0010,07.20.45,53, East,0,43600,5,2580
1084,891-40-6659,06.06.61,37,South,0,106700,4,2110
1085,112-28-0919,03.29.51,48,East,0,115000,4,2010
1086,923-05-1357,02.22.65,34,South,0,36600,2,980
1087,058-09-1127,03.23.62,37,North,1,159700,3,1530
1088,805-33-7007,06.25.35,63,North,0,25600,3,1520
1089,223-24-8511,03.17.32,67,North,1,131100,2,910
1090,593-81-7968,07.20.51,47,South,1,33800,1,530
1091,067-42-1172,09.05.45,53,East,0,154400,3,1570
1092,808-29-7482,02.28.27,-28,South,0,90000,5,2580
1093,623-61-4442,09.12.30,68,South,1,83600,1,380
1094,703-92-5083,12.10.45,53,North,0,58200,3,1640
1095,515-94-0847,09.15.43,55,North,0,153700,2,950
1096,738-32-5923,08.10.66,32, South,0,124900,0,0
1097,299-25-0242,08.05.61,37,North,0,116200,4,1960
1098,080-72-5718,08.08.44,54,West,1,72600,2,930
1099,922-73-1191,11.03.69,29,North,0,128400,4,1970
1100,039-92-6760,11.04.55,43,South,1,104200,3,1580
1101,257-68-8743,12.23.52,46,East,0,149600,5,2580
1102,596-22-8860,08.13.54,44,South,1,142700,1,430
1103,479-33-9528,07.31.33,65,East,0,133100,2,1020
1104,161-27-6844,11.10.74,24,West,0,156200,4,2230
1105,711-12-2576,10.22.41,57,South,0,121900,3,1500
1106,786-64-4777,02.12.40,59,West,0,23800,3,1380
1107,978-40-3597,07.06.36,62,South,0,159500,3,1500
1108,961-63-7497,01.09.39,60,North,0,142700,2,1030
1109,102-74-2447,03.14.30,69,West,0,59300,9999,9999
1110,704-44-0542,12.18.60,38,South,0,123700,2,1080
1111,080-09-5545,04.23.58,40,North,1,149300,4,2050
1112,057-99-7171,02.27.36,63,South,0,135300,4,2020
1113,230-73-0280,04.12.30,69,South,0,45600,1,570
1114,077-72-3796,06.26.64,34,East,0,104300,4,2010
1115,119-23-9048,08.26.67,31,South,0,159300,1,500
1116,515-41-9905,03.18.38,61,West,1,60500,4,1930
1117,698-47-8434,05.18.48,50,West,1,119500,5,2630
1118,341-28-9093,10.16.41,57,West,0,96600,2,990
1119,219-53-0583,12.08.66,32,South,0,83500,3,1470
1120,803-03-3811,07.28.55,43,East,0,96000,2,990
1121,518-41-0909,12.18.70,28,North,1,101300,4,1860
1122,767-66-7357,03.24.38,61,West,0,122600,2,1010
1123,362-52-2449,05.13.65,33,East,0,77600,2,1070
1124,637-23-3846,06.14.54,44,South,0,64000,9999,9999
1125,212-14-2061,02.10.59,40, North,0,114100,3,1390
1126,076-65-9608,03.14.56,43,South,0,28800,4,2050
1127,479-46-0414,05.05.66,32,South,1,36500,2,1010
1128,394-20-9464,10.20.75,23,North,1,129400,9999,9999
1129,418-37-3332,08.30.58,40,North,0,71600,3,1430
1130,690-34-0701,12.29.71,27,North,0,114400,1,560
1131,061-12-1906,04.17.68,30,North,1,125700,3,1540
1132,333-94-6842,09.16.30,68,North,0,44900,4,1950
1133,151-18-5814,04.06.46,53,South,0,154100,5,2610
1134,602-63-2343,05.17.27,71,North,1,67800,3,1520
1135,353-07-1835,05.19.67,31,South,1,141800,1,440
1136,039-69-6898,06.03.40,58,South,0,122000,3,1480
1137,264-76-2347,09.14.35,63,West,0,95600,1,610
1138,151-98-8065,02.06.48,51, South,1,80200,3,1490
1139,580-04-8713,05.14.36,62,South,1,143600,1,400
1140,683-45-0811,12.21.47,51,South,0,141200,2,1080
1141,996-54-5018,03.01.45,54,East,0,155500,1,560
1142,790-08-1327,01.18.49,50,East,1,121200,5,2600
1143,345-43-1713,06.13.37,61,West,1,117400,3,1550
1144,828-29-8794,02.07.74,25,East,0,133700,2,990
1145,760-74-6822,02.16.49,50,North,0,92300,2,530
1146,860-15-4722,04.04.76,23,South,0,50600,3,1600
1147,211-02-9333,08.13.34,64,North,0,71,9999,9999
1148,330-69-3003,08.17.73,25,South,0,150000,4,1990
1149,849-68-8538,07.08.55,43, South,0,42500,2,1040
1150,372-79-7615,09.23.46,52,South,0,98300,5,2520
1151,984-06-3835,05.28.56,42,East,0,122300,2,960
1152,809-77-6881,05.19.56,42,South,0,152500,2,1050
1153,415-29-0497,01.25.46,53,East,0,80100,3,1480
1154,498-17-0158,07.19.50,48,South,1,53300,4,2030
1155,553-72-8498,08.27.57,41,West,0,142700,4,1950
1156,120-25-4946,06.19.60,38,East,0,117800,2,940
1157,985-32-3233,04.20.69,29,South,0,41200,5,2420
1158,327-50-4079,04.20.34,64,South,0,70500,1,480
1159,879-81-3184,03.31.71,28, South,1,110500,4,2060
1160,435-66-2604,11.15.65,33,East,1,124900,2,860
1161,107-11-2338,12.28.41,57,South,1,45300,2,1060
1162,081-00-9916,02.29.60,39,North,1,35600,7,3470
1163,605-53-6023,12.23.66,32,South,0,78100,1,450
1164,897-09-0957,03.07.31,68,North,1,24300,3,1400
1165,997-99-3708,05.22.47,51,North,0,62200,3,1500
1166,492-83-0843,12.24.64,34,North,1,148100,4,2130
1167,032-67-6325,03.16.55,44,East,1,151100,3,1610
1168,728-66-9191,07.18.74,24,West,0,140300,1,540
1169,852-63-9159,12.19.33,65,West,0,80100,2,970
1170,900-32-6808,06.14.30,68,East,0,72000,1,450
1171,777-73-6018,12.05.58,40,East,0,154600,3,1500
1172,732-25-6879,12.25.32,66,East,0,141600,0,0
1173,526-34-7559,01.03.47,52,South,0,124500,0,0
1174,967-49-8339,07.07.41,57,North,1,159200,3,1470
1175,164-39-9740,09.05.46,52,West,1,132000,4,2100
1176,046-22-9784,04.04.52,47,East,0,111600,3,1390
1177,820-33-2287,01.07.54,45,East,0,85000,4,1840
1178,985-98-6212,08.02.30,68, East,0,34000,1,520
1179,643-86-5899,06.11.33,65,West,0,62700,2,940
1180,101-30-3651,08.03.72,26, West,1,26700,2,1030
1181,088-94-4356,10.19.49,49,North,0,30700,1,430
1182,183-40-5102,05.17.27,71,East,0,44800,4,1940
1183,217-79-0179,06.03.54,44,East,0,48400,2,970
1184,546-78-1197,03.18.46,53,North,0,71900,4,2070
1185,681-90-7559,04.08.75,24,West,1,147300,2,980
1186,705-93-6363,11.23.34,64,North,0,150900,1,480
1187,408-31-2563,08.04.72,26,East,0,126400,2,950
1188,654-55-4118,11.16.56,42,West,0,97100,1,510
1189,632-05-5219,08.29.30,68,South,1,41000,3,1420
1190,658-49-0928,12.26.69,29,North,0,30600,2,880
1191,606-04-9875,11.18.42,56,East,1,45500,3,1430
1192,906-11-8339,04.30.62,36,East,1,149600,3,1340
1193,225-41-6714,05.16.48,50,West,1,159000,2,1020
1194,917-91-1499,01.04.57,42,East,0,140900,2,950
1195,635-79-8247,03.06.62,37,North,0,155300,2,1020
1196,368-56-9320,09.30.63,35,South,0,97300,3,1570
1197,264-68-6629,01.02.62,37,North,0,118500,4,1890
1198,806-70-0226,10.14.28,-30,West,0,40600,4,1960
1199,741-58-4837,05.18.33,65,South,1,38300,0,0
1200,270-82-3710,05.31.34,64,West,0,110600,3,1570
1201,027-49-0493,04.26.30,68,West,0,79100,1,510
1202,301-69-3091,11.23.42,56,West,0,151200,6,3040
1203,245-26-2611,06.02.56,42,East,1,58900,7,3550
1204,985-82-4850,02.13.35,64,East,0,61000,2,1070
1205,653-04-9721,02.18.72,27,North,1,27600,4,1940
1206,059-49-5265,12.05.52,46,East,0,140900,2,990
1207,965-20-2088,10.22.31,67,East,1,98700,4,1930
1208,980-61-2452,06.22.33,65,South,1,105300,4,1960
1209,476-46-0529,07.12.32,66,South,0,114700,1,520
1210,285-86-2562,07.12.43,55,West,1,153800,2,1030
1211,224-46-5109,06.03.32,66,South,0,67800,2,860
1212,241-08-3939,08.25.31,67,South,0,128400,5,2540
1213,339-51-2622,11.11.36,62,East,0,139800,2,1140
1214,178-78-1963,06.28.33,65,South,0,24900,4,1970
1215,262-58-2100,02.06.34,65,South,1,57500,3,1500
1216,183-23-7494,04.07.45,54,West,0,57300,4,2040
1217,105-40-6006,06.11.47,51, North,0,41600,5,2480
1218,489-68-5535,04.24.72,26,South,0,72400,3,1550
1219,025-82-3171,07.10.55,43,East,0,69200,6,2930
1220,243-41-4470,11.25.71,27,South,1,126800,3,1490
1221,456-20-8435,11.03.69,29,East,0,124200,4,1880
1222,423-86-8364,06.17.38,60,South,0,130900,3,1490
1223,351-03-3353,01.16.43,56,North,1,24100,4,2030
1224,335-79-1257,03.28.39,60,East,0,136300,2,1030
1225,073-54-4202,09.25.40,58,South,0,61700,3,1500
1226,949-94-6322,10.03.52,46,North,1,152600,3,1450
1227,268-10-5085,08.06.57,41,South,1,63900,3,1500
1228,006-22-5891,08.16.51,47,East,0,125400,4,2070
1229,967-93-1429,08.25.37,61,East,0,52900,5,2570
1230,551-41-4669,07.27.30,68,West,0,156300,4,1920
1231,614-32-3287,08.01.36,62,North,0,124600,3,1420
1232,333-36-1618,05.02.71,27,North,0,154600,3,1420
1233,835-54-3648,11.03.63,35,East,1,95800,5,2520
1234,373-03-5346,02.17.31,68,South,1,58400,2,1060
1235,174-38-1488,02.11.36,63,South,0,26400,3,1410
1236,406-31-4511,10.30.53,45,West,0,104100,2,1030
1237,833-96-9319,03.13.35,64,South,0,48400,1,530
1238,470-28-5741,07.01.52,46,North,0,9999,1,480
1239,833-02-2721,04.27.71,27,South,1,24900,3,1420
1240,141-57-1680,04.26.67,31, East,1,70600,2,1100
1241,524-94-9288,10.07.30,68,East,1,20900,1,490
1242,168-21-9841,01.07.73,26,West,1,28200,2,1050
1243,944-72-0485,06.21.30,68, South,0,95500,1,500
1244,438-36-2724,09.22.72,26,East,1,113400,2,950
1245,281-29-8468,07.14.67,31,West,0,152600,2,950
1246,630-57-2132,02.20.37,62,South,1,104300,4,460
1247,159-37-3947,07.25.60,38, South,0,63100,2,970
1248,687-20-2240,10.14.36,62,West,1,107700,0,0
1249,341-80-2116,08.01.35,63,East,1,140900,5,2520
1250,997-55-2774,01.24.75,24, West,0,40600,3,1560
1251,731-71-3430,04.13.40,59,South,1,107600,4,1910
1252,983-46-2996,05.11.38,60,East,0,33900,5,2400
1253,898-26-5118,08.09.42,56,South,0,22900,3,1480
1254,856-86-8982,05.29.58,40,West,1,97200,1,540
1255,167-28-8402,03.31.46,53, South,1,120700,5,2200
1256,351-72-4435,07.18.66,32,West,0,120600,3,1590
1257,747-75-6160,09.09.72,26,North,0,99200,2,970
1258,913-86-8546,11.17.30,68,South,1,154300,2,1000
1259,266-56-4536,10.16.34,64,West,0,47400,3,1550
1260,885-29-1136,10.27.45,53,East,0,120400,1,510
1261,753-42-4274,12.01.47,51,North,1,78400,0,0
1262,408-35-4140,12.31.67,31,North,0,97800,2,1090
1263,755-82-5811,08.20.58,40, South,0,82700,3,1380
1264,518-77-7669,05.22.34,64, South,0,151900,3,1560
1265,509-84-3069,08.03.62,36,West,0,134600,3,1500
1266,324-98-1904,02.02.37,62,East,1,27900,5,2670
1267,289-51-8983,08.25.59,39,North,0,143800,2,930
1268,025-15-9782,12.24.64,34,East,1,23400,3,1410
1269,673-40-1316,07.14.33,65,South,0,131000,3,1780
1270,768-00-0968,06.20.35,63,South,0,129200,1,510
1271,244-52-5893,11.10.43,55,North,0,75900,3,1550
1272,148-63-5267,08.24.46,52,North,0,24300,4,1860
1273,008-77-0111,06.11.76,22,West,0,102900,3,1400
1274,718-39-5800,05.15.63,35,South,1,143500,4,2160
1275,439-46-6397,09.10.64,34, East,0,92200,6,450
1276,324-92-1807,01.24.52,47,West,1,33300,5,2470
1277,596-32-6994,10.05.43,55,South,1,23000,1,510
1278,976-21-4657,09.20.55,43,North,1,53100,3,1370
1279,445-67-5466,09.15.68,30,South,0,79500,4,1970
1280,612-11-3112,12.11.64,34, East,1,29000,2,870
1281,958-09-2394,10.07.60,38,South,1,101000,3,1380
1282,408-24-0932,06.27.51,47,North,1,155800,2,1040
1283,463-41-9544,01.10.55,44,North,1,44500,4,1960
1284,219-26-6716,07.25.57,41,East,1,50300,4,2070
1285,227-58-0259,09.28.44,54,East,0,49800,6,2930
1286,958-71-7338,12.11.69,29,East,0,124800,3,1490
1287,399-85-6052,08.01.63,35,East,0,70100,4,2130
1288,525-87-7526,04.04.38,61,South,0,154500,5,2670
1289,380-22-0359,12.05.34,64,South,1,54100,2,1030
1290,816-54-1224,06.06.51,47,East,0,77500,6,3120
1291,577-87-6550,11.08.36,62,South,1,107100,2,930
1292,159-74-8545,10.30.76,22,South,1,77300,1,510
1293,702-86-2285,03.29.46,53, West,0,48500,3,1560
1294,796-28-6012,01.17.72,27,East,1,93400,1,570
1295,910-95-9785,12.12.75,23,West,0,33200,1,490
1296,152-34-6284,05.20.44,54,South,0,63300,5,2360
1297,681-80-1687,10.20.59,39,North,0,155100,3,1510
1298,825-61-0829,04.04.37,62,North,0,95600,2,940
1299,323-01-9997,08.17.40,58,West,0,132500,6,3120
1300,548-96-4204,06.15.52,46,South,0,116700,1,430
1301,552-06-0509,10.12.37,61,North,0,23700,9999,9999
1302,128-80-7657,02.07.37,62,East,1,141200,3,1380
1303,107-76-2741,09.19.69,29,West,1,97400,1,520
1304,116-66-6831,09.14.39,59,North,1,46700,3,1560
1305,766-21-6147,03.22.61,38,West,1,47900,1,560
1306,909-87-2958,04.18.72,26,East,1,79700,3,1640
1307,529-49-2676,01.24.73,26,West,0,30400,2,840
1308,189-61-8375,09.11.58,40,West,0,133800,1,540
1309,976-92-7590,08.02.40,58, North,1,149100,3,1540
1310,215-12-8075,07.07.39,59,East,0,83100,4,1890
1311,308-69-6046,07.13.35,63,West,1,155400,4,2050
1312,679-74-8637,06.16.68,30,East,0,73300,5,2450
1313,380-84-2860,10.17.28,-30,West,0,91800,2,980
1314,511-72-4531,04.04.61,38,South,1,23600,5,2670
1315,724-46-0865,08.17.40,58,West,1,81100,2,980
1316,041-74-0192,12.04.59,39,East,0,25900,3,510
1317,762-95-2151,10.22.45,53,West,0,66400,3,1510
1318,106-85-5312,02.11.53,46,North,0,39700,3,1470
1319,068-35-5834,02.07.43,56,South,0,116100,3,1550
1320,278-74-8504,04.10.76,23,South,0,98100,1,500
1321,230-78-4944,02.21.33,66,West,0,52100,2,1070
1322,006-48-5947,08.19.31,67,North,0,157000,4,1920
1323,915-05-0486,01.10.53,46,South,1,114300,3,1550
1324,025-17-9557,10.29.30,68,North,1,109900,4,1860
1325,384-57-1132,06.25.69,29,East,0,107400,4,2040
1326,771-89-1694,12.07.49,49,East,0,146800,3,1520
1327,870-69-5027,10.18.51,47,West,1,67000,1,470
1328,224-51-7097,04.08.70,29,North,0,88500,5,2520
1329,547-66-6547,09.22.53,45,North,1,40000,4,2020
1330,043-73-1703,07.10.43,55,West,0,94400,2,940
1331,083-55-9161,08.16.63,35,South,1,111000,2,1080
1332,678-19-0332,05.17.27,71,West,0,83900,5,2710
1333,245-80-8368,05.01.37,61,West,0,82500,2,950
1334,745-63-6259,07.22.58,40,South,0,63700,3,480
1335,722-66-3249,11.18.55,43,East,0,146200,1,530
1336,689-48-6409,06.02.47,51,South,0,125600,1,540
1337,539-00-7314,01.09.43,56,East,0,54400,2,460
1338,966-02-4843,07.30.41,57, South,1,52900,5,2560
1339,819-95-4867,04.01.38,61,West,0,49400,2,1050
1340,776-56-0643,04.03.32,67,East,0,131600,3,1660
1341,071-96-8602,10.01.55,43,North,1,132700,5,2520
1342,914-79-5796,10.24.51,47,South,0,101100,4,2050
1343,352-15-0921,06.18.71,27,East,0,85100,3,1520
1344,031-96-4292,09.29.70,28,North,0,128500,2,950
1345,619-12-0177,07.08.65,33,West,1,139500,6,2850
1346,435-02-2521,08.24.42,56,West,1,43,5,2600
1347,990-99-1372,08.31.40,58,North,1,100400,1,580
1348,586-09-2434,02.07.75,24,South,1,87700,1,490
1349,247-85-4861,09.07.54,44,West,0,61500,3,1440
1350,322-29-3597,03.15.42,57,East,1,92700,2,970
1351,322-98-9822,04.03.76,23, North,0,30900,2,520
1352,737-80-5180,01.11.43,56,South,0,136700,4,1970
1353,047-55-6574,10.28.48,50,South,1,87400,5,2400
1354,528-11-1665,10.07.75,23,South,1,50400,1,480
1355,092-31-0115,01.29.73,26,North,0,96000,1,520
1356,219-01-0920,10.31.38,60,East,0,158200,6,2820
1357,678-44-0274,10.13.37,61,North,0,139700,5,2680
1358,861-66-4637,12.01.44,54,South,1,121000,1,500
1359,801-41-0886,04.15.31,67,East,1,26500,4,2020
1360,204-20-4440,09.15.63,35,South,0,145300,7,3280
1361,862-30-4596,06.16.47,51,North,0,21200,6,2980
1362,514-29-3487,02.24.54,45,West,1,117000,1,490
1363,851-72-6644,09.18.69,29,North,1,108400,2,1100
1364,581-46-9661,10.24.37,61,South,1,61500,3,1460
1365,434-99-7232,05.08.41,57,South,0,117900,3,1440
1366,470-99-2670,10.31.50,48,West,0,86300,4,1940
1367,884-48-6265,01.01.59,40,East,0,148600,3,1520
1368,058-70-2208,12.30.43,55,North,1,119800,5,2600
1369,124-62-0332,11.14.37,61,East,1,73300,4,2070
1370,540-52-9102,01.05.35,64,East,0,150100,1,550
1371,096-54-1636,11.04.39,59, South,1,109800,2,1040
1372,311-33-0149,07.14.76,22, North,0,91000,0,0
1373,929-28-2793,11.19.70,28,North,0,149500,4,2010
1374,963-61-9085,05.22.51,47,South,0,153500,4,1970
1375,206-14-2042,01.22.71,28,South,1,151200,2,930
1376,412-26-7505,06.19.33,65,East,1,144800,2,970
1377,598-75-2052,12.10.60,38,North,1,34300,3,1470
1378,693-89-6492,10.29.30,68,South,0,47400,4,1970
1379,723-02-9070,05.03.36,62,North,0,64900,2,1040
1380,169-65-2769,01.30.44,55,West,0,42000,1,530
1381,663-90-6531,10.10.30,68,East,0,114800,4,1860
1382,819-64-0950,10.03.66,32,East,1,156400,5,2440
1383,409-48-9762,01.12.45,54,West,0,25700,5,2420
1384,981-51-2592,05.10.67,31,North,0,122600,2,600
1385,626-94-3937,01.15.66,33,North,0,97200,2,1020
1386,688-74-5670,10.08.30,68,South,0,101400,3,1470
1387,515-35-2144,09.26.45,53,East,1,105400,5,2700
1388,359-87-2870,07.21.52,46,West,1,122400,3,1350
1389,071-92-1603,07.02.39,59,North,0,117300,3,1530
1390,105-09-3958,07.12.47,51, West,0,109100,0,0
1391,508-64-4463,03.21.59,40,East,1,60900,1,560
1392,562-21-6809,02.22.61,38,West,1,80200,2,1020
1393,767-45-1352,09.23.50,48,North,0,30000,2,870
1394,970-99-5121,12.27.49,49,South,1,135200,5,2600
1395,520-47-1678,01.29.50,49,North,1,79700,6,3010
1396,753-08-4314,08.29.40,58,East,1,53700,5,2520
1397,418-33-5677,08.10.75,23,North,0,74300,1,420
1398,842-40-2244,08.06.37,61,West,0,120900,0,0
1399,778-36-9227,06.28.37,61,North,0,136700,5,2470
1400,914-80-0287,09.16.37,61,South,0,92000,3,1350
1401,864-42-9498,02.21.45,54,South,1,33100,5,2460
1402,601-79-1123,10.10.67,31,East,1,140500,4,1990
1403,792-14-2308,02.27.33,66,South,0,70600,5,2540
1404,361-76-6773,03.10.47,52,East,0,142200,5,2550
1405,189-90-8895,07.07.46,52,East,1,77800,4,1790
1406,697-98-8980,05.14.76,22,South,1,25600,3,1460
1407,797-11-2848,06.16.57,41,East,0,71400,1,500
1408,655-12-9257,09.05.69,29,West,0,123400,2,960
1409,398-60-9596,12.13.58,40,South,0,122500,3,1580
1410,689-73-2344,06.16.49,49,West,0,54800,3,1520
1411,579-24-1299,04.02.61,38,North,0,109000,4,2120
1412,528-10-8596,04.06.59,40,East,1,34300,8,4010
1413,823-71-1745,02.02.37,62,South,0,109300,4,2140
1414,947-05-2348,07.19.73,25,East,0,130300,3,1620
1415,037-57-5413,06.12.68,30,South,0,127200,3,1510
1416,361-27-1302,03.08.73,26,West,1,36100,3,1480
1417,202-45-1925,11.21.41,57,East,0,28600,1,550
1418,017-40-2779,09.19.64,34,West,1,37700,3,1560
1419,712-36-8543,06.20.72,26,South,0,114500,2,920
1420,158-11-2118,03.17.49,50,East,0,71000,4,1990
1421,190-29-0693,04.25.34,64, East,0,48000,0,0
1422,990-10-2823,05.25.68,30,North,0,62300,4,1940
1423,301-60-6282,12.12.71,27,East,0,97200,1,530
1424,046-92-6356,12.27.52,46,North,0,61100,4,2030
1425,589-50-1093,12.11.46,52,South,0,103100,6,3160
1426,281-71-1245,10.01.40,58,East,0,150900,1,550
1427,309-03-5224,02.11.53,46,West,0,100700,4,2090
1428,814-97-4282,07.01.53,45, West,1,24400,1,550
1429,482-44-8033,03.16.70,29,East,0,157800,1,480
1430,182-48-9138,05.18.40,58,East,0,105000,9,4450
1431,153-95-9291,01.31.63,36,West,0,79800,1,540
1432,096-32-4440,02.13.63,36, East,1,129300,4,1940
1433,056-12-9102,05.06.42,56, North,0,83400,2,930
1434,048-15-1644,04.08.74,25,East,0,100300,2,1130
1435,114-48-1515,11.23.73,25,South,0,76100,4,2050
1436,346-96-9990,11.20.53,45,East,0,66200,3,1460
1437,627-23-1966,12.01.67,31,West,0,25400,2,1070
1438,728-37-4208,08.09.69,29,West,1,159100,2,970
1439,411-80-3744,09.06.74,24,East,0,84200,3,1410
1440,087-40-4340,07.10.62,36,South,1,37800,1,510
1441,452-69-6883,01.16.74,25, South,0,116400,9999,9999
